ID,Size,Predicted %,Actual value
0,28,0.11,NO
1,28,0.11,NO
2,387,0.64,NO
3,1087,0.41,NO
4,25,0.0,NO
5,50,0.14,NO
6,76,0.19,NO
7,38,0.06,NO
8,168,0.58,NO
9,268,0.8,NO
10,374,0.71,NO
11,145,0.26,NO
12,85,0.04,NO
13,64,0.21,NO
14,36,0.08,NO
15,36,0.37,NO
16,36,0.25,NO
17,26,0.01,NO
18,491,0.61,NO
19,354,0.33,NO
20,196,0.58,NO
21,24,0.0,NO
22,27,0.14,NO
23,69,0.38,NO
24,56,0.32,NO
25,26,0.0,NO
26,187,0.55,NO
27,983,0.48,NO
28,252,0.08,NO
29,620,0.64,NO
30,37,0.18,NO
31,35,0.26,NO
32,286,0.08,NO
33,232,0.16,NO
34,203,0.13,NO
35,270,0.08,NO
36,425,0.53,NO
37,244,0.69,NO
38,74,0.28,NO
39,69,0.17,NO
40,228,0.74,NO
41,231,0.56,NO
42,202,0.55,NO
43,99,0.36,NO
44,191,0.55,NO
45,447,0.7,YES
46,95,0.24,NO
47,549,0.37,NO
48,136,0.25,NO
49,40,0.1,NO
50,86,0.03,NO
51,90,0.03,NO
52,79,0.04,NO
53,85,0.06,NO
54,59,0.1,NO
55,112,0.19,NO
56,52,0.05,NO
57,157,0.1,NO
58,74,0.04,NO
59,230,0.33,NO
60,206,0.21,NO
61,55,0.03,NO
62,29,0.17,NO
63,111,0.12,NO
64,98,0.16,NO
65,43,0.05,NO
66,54,0.1,NO
67,205,0.13,NO
68,121,0.25,NO
69,107,0.14,NO
70,74,0.21,NO
71,76,0.11,NO
72,33,0.59,YES
73,420,0.56,NO
74,146,0.22,NO
75,125,0.37,NO
76,75,0.38,NO
77,47,0.16,NO
78,34,0.11,NO
79,39,0.14,NO
80,36,0.08,NO
81,79,0.14,NO
82,28,0.62,NO
83,422,0.48,NO
84,212,0.33,NO
85,88,0.34,NO
86,57,0.41,NO
87,43,0.01,NO
88,27,0.11,NO
89,25,0.3,NO
90,53,0.47,NO
91,108,0.5,NO
92,102,0.26,NO
93,85,0.28,NO
94,54,0.28,NO
95,78,0.36,NO
96,98,0.19,NO
97,78,0.31,NO
98,77,0.25,NO
99,97,0.29,NO
100,176,0.38,NO
101,123,0.08,NO
102,51,0.49,NO
103,71,0.19,NO
